docId	title	知识点标签
701	[ABC221H] Count Multiset 受限整数划分计数	DP, 二维DP
702	[ABC222A] Four Digits 四位数字前导零格式化	条件结构, 字符串
703	[ABC222B] Failing Grade 统计不及格人数	循环结构, 条件结构, 暴力枚举
704	[ABC222C] Swiss-System Tournament 猜拳比赛排名模拟	模拟, 排序
705	[ABC222D] Between Two Arrays 非递减序列计数	DP, 线性DP, 前缀和
706	[ABC222E] Red and Blue Tree 树上路径染色计数	树上差分, DP
707	[ABC222F] Expensive Expense	换根DP
708	[ABC222G] 222 序列K倍数查找	数论基础, 模拟
710	[ABC223A] Exact Price 百元硬币总额判断	条件结构, 数学基础
711	[ABC223B] String Shifting 字符串循环移位求字典序最值	字符串, 排序
712	[ABC223C] Doukasen 保险丝双向燃烧相遇点	二分, 前缀和
713	[ABC223D] Restricted Permutation 字典序最小的拓扑排序	拓扑排序, 优先队列
714	[ABC223E] Placing Rectangles 无重叠矩形放置判定	DFS, 贪心
715	[ABC223F] Parenthesis Checking 动态合法括号序列查询	Level6, 线段树, DFS进阶, 树状数组
716	[ABC223G] Vertex Deletion 树上删除节点后最大匹配	树形结构, 树上DP, 换根DP
717	[ABC223H] Xor Query 区间子集异或和查询	线性基, 离线算法
718	[ABC224A] Tires 判断字符串后缀	字符串
719	[ABC224B] Mongeness 网格条件判断	循环嵌套, 模拟, 暴力枚举
720	[ABC224C] Triangle? 数三角形：非共线点计数	数学基础, 计算几何, 暴力枚举
721	[ABC224D] 8 Puzzle on Graph 滑块拼图最短路径	BFS, 图论基础
722	[ABC224E] Integers on Grid 网格棋子移动最长路径	DP, 离散化
723	[ABC224F] Problem where +s Separate Digits 表达式求值之和	DP, 线性DP
724	[ABC224G] Roll or Increment 掷骰子最小期望成本	期望DP, 数学基础
725	[ABC224H] Security Camera 2 二分图摄像机安装最小费用	网络流
726	[ABC225A] Distinct Strings 字符串字符排列计数	数学基础, 字符串
727	[ABC225B] Star or Not 判断是否为星形树	一维数组, 数学基础
728	[ABC225C] Calendar Validator 矩阵子块模式判断	数学基础, 模拟, 暴力枚举
729	[ABC225D] Play Train 玩具火车连接与查询	链表, 模拟
730	[ABC225E] フ 最大可见7字形	计算几何, 线段树, 贪心
731	[ABC225F] String Cards K卡片最小字典序拼接	贪心, STL
733	[ABC225H] Social Distance 2 椅子分数求和问题	DP, 组合数学
734	[ABC226A] Round decimals 实数四舍五入到整数	数学基础, 字符串
735	[ABC226B] Counting Arrays 统计不同序列数量	STL, 哈希
736	[ABC226C] Martial artist 学习招式最短时间	DFS进阶, 图论基础, DFS
737	[ABC226D] Teleportation 城镇间传送咒语计数	数论基础, STL
738	[ABC226E] Just one 图边定向为出度1方案数	图论基础, 并查集
739	[ABC226F] Score of Permutations 排列分数K次方和	计数DP, 组合数学
740	[ABC226G] The baggage 物品分配与承载能力判断	网络流, 二分图
741	[ABC226H] Random Kth Max 期望第K大值	概率DP, 计算几何, 概率论基础
742	[ABC227A] Last Card 循环派发卡片	数学基础
743	[ABC227B] KEYENCE building 建筑面积猜测与数论判断	数论基础, 暴力枚举
744	[ABC227C] ABC conjecture 满足乘积限制的三元组计数	暴力枚举, 数学基础, 数论基础
745	[ABC227D] Project Planning 部门员工组项目最大数量	二分, 贪心
746	[ABC227E] Swap 最多K次交换可达字符串计数	DFS进阶, 二维DP
747	[ABC227F] Treasure Hunting 网格路径K大和最小化	状压DP, 二分, DP
748	[ABC227G] Divisors of Binomial Coefficient 二项式系数约数个数	数论基础, 素数筛
749	[ABC227H] Eat Them All 网格猫粮收集路径	DFS, 模拟
750	[ABC228A] On and Off 判断指定时间灯是否亮着	条件结构, 数学基础
751	[ABC228B] Takahashi&#39;s Secret 秘密传播：图的遍历	BFS, DFS
752	[ABC228C] Final Day 考试排名判断	贪心, 排序
753	[ABC228D] Linear Probing 序列哈希冲突处理与查询	并查集, STL
754	[ABC228E] Integer Sequence Fair 序列评分方案数（模幂运算）	数论基础, 高精度
755	[ABC228F] Stamp Game 矩形印章游戏：二维前缀和与最值	二维DP, 双指针
756	[ABC228G] Digits on Grid 棋盘数字游戏不同结果计数	二维DP, 矩阵快速幂
757	[ABC228H] Histogram 最小化不同元素成本	DP, 单调队列
758	[ABC229A] First Grid 2x2网格黑色方块连通性判断	模拟, 暴力枚举, 图论基础
759	[ABC229B] Hard Calculation 判断两数相加是否进位	循环结构, 数学基础
760	[ABC229C] Cheese 披萨美味度最大化	贪心, 排序
761	[ABC229D] Longest X 替换字符得到最长连续X	双指针
762	[ABC229E] Graph Destruction 动态删除顶点连通分量	DFS, 并查集
763	[ABC229F] Make Bipartite 二分图最小删除边权	DFS进阶, BFS进阶
764	[ABC229G] Longest Y 最大连续Y子串	双指针, 二分
765	[ABC229H] Advance or Eat 棋盘博弈：N小规模博弈搜索	DFS, DP, 博弈论
766	[ABC230A] AtCoder Quiz 3 AGC比赛编号规则与格式化输出	条件结构, 数学基础, 字符串
767	[ABC230B] Triple Metre 无限重复字符串子串判断	字符串, 模拟
768	[ABC230C] X drawing 棋盘对角线染色查询	模拟, 数学基础
769	[ABC230D] Destroyer Takahashi 摧毁墙壁的最小出拳次数	贪心, 排序, STL
770	[ABC230E] Fraction Floor Sum 整除分块求和	数论基础
771	[ABC230F] Predilection 序列合并唯一结果计数	双指针, 哈希
772	[ABC230G] GCD Permutation 置换中非互质对计数	数论基础, 容斥原理
773	[ABC230H] Bullion 物品装袋方案计数	DP
774	[ABC231A] Water Pressure 水压计算	数学基础
775	[ABC231B] Election 统计投票并找出获胜者	排序, 字符串
776	[ABC231C] Counting 2 统计身高符合条件的同学	二分, 排序
777	[ABC231D] Neighbors 排队相邻条件判断	图论基础, DFS进阶, 并查集
778	[ABC231E] Minimal payments 特殊硬币系统最小支付找零	DP, 线性DP
779	[ABC231F] Jealous Two 礼物分配计数问题	Level6, 线段树, 双指针, 前缀和, 树状数组
780	[ABC231G] Balls in Boxes 盒子球数乘积的期望值	期望DP, 组合数学
781	[ABC231H] Minimum Coloring 网格最小代价行列覆盖	二分图, 费用流
782	[ABC232A] QQ solver 字符串解析与乘法	字符串, 数学基础
783	[ABC232B] Caesar Cipher 字符循环右移判断	字符串, 模拟
784	[ABC232C] Graph Isomorphism 图同构判断（小规模）	DFS, 暴力枚举, 字符串
785	[ABC232D] Weak Takahashi 网格最大访问方格数	二维DP, DP
786	[ABC232E] Rook Path 网格车移动计数	DP, 矩阵快速幂
787	[ABC232F] Simple Operations on Sequence 序列变换最小代价	状压DP
788	[ABC232G] Modulo Shortest Path 特殊边权完全图最短路	单源最短路径, 优先队列
789	[ABC232H] King&#39;s Tour 国王棋盘巡游路径构造	DFS, 构造
790	[ABC233A] 10yen Stamp 计算所需邮票张数	数学基础, 条件结构
791	[ABC233B] A Reverse 字符串局部反转	字符串, 一维数组
792	[ABC233C] Product 多袋取球乘积计数	DFS, 数学基础, 暴力枚举
793	[ABC233D] Count Interval 和为K的连续子序列计数	前缀和, 哈希, STL
794	[ABC233E] Σ[k=0..10^100]floor(X／10^k) 大数截断求和	高精度, 前缀和
795	[ABC233Ex] Manhattan Christmas Tree K近点曼哈顿距离查询	线段树, CDQ分治
796	[ABC233F] Swap and Sort 受限交换排序	并查集, 图论基础
797	[ABC233G] Strongest Takahashi 网格方块最小代价清除	二维DP, DFS进阶
798	[ABC234A] Weird Function 函数嵌套求值	数学基础, 顺序结构
799	[ABC234B] Longest Segment 二维平面最长线段	循环嵌套, 数学函数, 暴力枚举
800	[ABC234C] Happy New Year! 第K个仅含0和2的数	数论基础, 高精度
801	[ABC234D] Prefix K-th Max 前缀K大值查询	优先队列, 双指针
802	[ABC234E] Arithmetic Number 寻找不小于X的最小算术数	暴力枚举, 模拟, 二分, 数论基础
803	[ABC234Ex] Enumerate Pairs 查找距离限制内的点对	分块, 扫描线
804	[ABC234F] Reordering 字符串子序列排列计数	DP, 计数DP, 暴力枚举
805	[ABC234G] Divide a Sequence 序列分割极差乘积和	单调栈, 线段树
806	[ABC235A] Rotate 三位数循环移位求和	数学基础, 字符串
807	[ABC235B] Climbing Takahashi 平台跳跃：寻找最终停留平台	模拟, 一维数组
808	[ABC235C] The Kth Time Query 查找数字第K次出现位置	STL, 哈希
809	[ABC235D] Multiply and Rotate 黑板数字操作的最小步数	BFS, 模拟
810	[ABC235E] MST + 1 最小生成树边查询	最小生成树, 并查集
811	[ABC235Ex] Painting Weighted Graph 图染色集合计数	并查集, DP
812	[ABC235F] Variety of Digits 数位DP求包含指定数字之和	数位DP, 容斥原理
813	[ABC235G] Gardens 种植方案计数（容斥原理）	组合数学, 容斥原理
814	[ABC236A] chukodai 字符串字符交换	字符串, 一维数组
815	[ABC236B] Who is missing? 找出被移除的卡牌	一维数组, 数学基础
816	[ABC236C] Route Map 快速列车停靠站判断	STL, 哈希
817	[ABC236D] Dance 最大异或完美匹配	状压DP, DFS
818	[ABC236E] Average and Median 最大平均值与中位数（二分+DP）	二分, 状压DP
819	[ABC236Ex] Distinct Multiples 序列计数：倍数与互异条件	状压DP, 计数DP
820	[ABC236F] Spices 最小代价异或基	线性基, 贪心
821	[ABC236G] Good Vertices 图上恰好L步可达最早时间	矩阵快速幂
822	[ABC237A] Not Overflow 整数范围判断	条件结构, 数学基础
823	[ABC237B] Matrix Transposition 矩阵转置	二维数组, 循环嵌套
824	[ABC237C] kasaka 前缀'a'回文串判断	字符串, 贪心
825	[ABC237D] LR insertion 序列插入操作	链表, 模拟, 队列
826	[ABC237E] Skiing 滑雪区域最大快乐值	BFS进阶, 双指针, 单源最短路径
827	[ABC237Ex] Hakata 最大不包含子串回文集	DFS进阶, 二分图
828	[ABC237F] |LIS| = 3 LIS长度为3的序列计数	DP, 二维DP
829	[ABC237G] Range Sort Query 排列子段排序查询元素位置	线段树, 二分
830	[ABC238A] Exponential or Quadratic 比较2的n次方与n的平方	数学函数, 算法复杂度
831	[ABC238B] Pizza 披萨切割最大块角度	排序, 模拟
832	[ABC238C] digitnum 同位数计数求和	数位DP, 数学基础, 数论基础
833	[ABC238D] AND and SUM 位运算与加法关系判断	位运算
834	[ABC238E] Range Sums 判断数列总和是否可确定	并查集, 图论基础
835	[ABC238Ex] Removing People 环形移除期望成本	概率DP, 期望DP
836	[ABC238F] Two Exams 双排名选拔方案计数	DP, 计数DP
837	[ABC238G] Cubic? 区间乘积立方数判断	数论基础, 前缀和, 分块
838	[ABC239A] Horizon 地平线距离计算	数学基础
839	[ABC239B] Integer Division 整数向下取整除法	数学基础, 条件结构, 数论基础
840	[ABC239C] Knight Fork 共同距离为根号5的格点	暴力枚举, 数学函数
841	[ABC239D] Prime Sum Game 高桥与青木的素数和游戏	数论基础, 暴力枚举
842	[ABC239E] Subtree K-th Max 子树第K大值查询	树形结构, 可持久化数据结构, DFS, 线段树
843	[ABC239Ex] Dice Product 2 掷骰子乘法期望值	期望DP, 数论基础
845	[ABC239G] Builder Takahashi 最小代价顶点割（最大流）	网络流
846	[ABC240A] Edge Checker 图上两点直接连通性判断	二维数组, 条件结构
847	[ABC240B] Count Distinct Integers 统计序列中不同整数的个数	排序, STL
848	[ABC240C] Jumping Takahashi N次跳跃能否到达目标坐标X	DP, 线性DP
849	[ABC240D] Strange Balls 球的插入与消除模拟	栈, 模拟
850	[ABC240E] Ranges on Tree 树上区间分配最小化最大值	DFS进阶, 树上DP, DFS
851	[ABC240Ex] Sequence of Substrings 最长严格字典序递增子串序列	DP, 后缀数组
852	[ABC240F] Sum Sum Max 二次前缀和最大值（M巨大）	前缀和, 单调队列
853	[ABC240G] Teleporting Takahashi 三维网格路径计数	组合数学, 矩阵快速幂, 暴力枚举
854	[ABC241A] Digit Machine 按钮操作数字模拟	模拟, 一维数组
855	[ABC241B] Pasta 面条用餐计划	STL, 贪心
856	[ABC241C] Connect 6 网格中连续黑块判断	二维数组, 暴力枚举
857	[ABC241D] Sequence Query 序列插入与K大小值查询	STL, 树形结构, 树状数组, 线段树
858	[ABC241E] Putting Candies 盘中糖果：循环检测与倍增求和	倍增, 离散化
859	[ABC241Ex] Card Deck Score 组合卡牌得分和	DP, 矩阵快速幂
860	[ABC241F] Skate 滑冰场最短路径（稀疏网格BFS）	BFS进阶, 双指针, BFS
861	[ABC241G] Round Robin 循环赛唯一冠军判定	网络流, 二分图
862	[ABC242A] T-shirt T恤衫获取概率计算	条件结构, 数学基础, 概率论基础
863	[ABC242B] Minimize Ordering 字典序最小的字符重排字符串	字符串, 一维数组, 排序
864	[ABC242C] 1111gal password N位整数相邻数字限制计数	DP, 线性DP
865	[ABC242D] ABC Transform 字符序列递归生成与查询	递归, 矩阵快速幂
866	[ABC242E] (∀x∀) 字典序回文串计数	数位DP, 字符串, 暴力枚举
867	[ABC242Ex] Random Painting 期望操作次数覆盖区间	DP, 区间DP
868	[ABC242F] Black and White Rooks 棋盘黑白车互不攻击放置计数	DP, 组合数学
869	[ABC242G] Range Pairing Query 区间同色对计数（莫队算法）	莫队, 离线算法, 分块
870	[ABC243A] Shampoo 洗发水用量模拟	模拟
871	[ABC243B] Hit and Blow 序列相同元素及位置匹配计数	二维数组, 算法复杂度, 暴力枚举
872	[ABC243C] Collision 2 二维平面相向移动碰撞检测	贪心, STL
873	[ABC243D] Moves on Binary Tree 完美二叉树路径模拟	模拟, 数学函数, 栈
874	[ABC243E] Edge Deletion 删除不影响最短路径的冗余边	单源最短路径, floyd
875	[ABC243Ex] Builder Takahashi (Enhanced version) 网格路径最小阻断与方案计数	网络流
876	[ABC243F] Lottery K次抽奖M种奖品的概率	概率DP, 组合数学
877	[ABC243G] Sqrt 序列生成计数	DP, 递归
878	[ABC244A] Last Letter 字符串的最后一个字符	字符串, 一维数组, 递归
879	[ABC244B] Go Straight and Turn Right 机器人路径模拟	模拟
880	[ABC244C] Yamanote Line Game 交互式抽牌游戏模拟	模拟, 数学基础, STL
881	[ABC244D] Swap Hats 帽子交换与排列奇偶性	数学基础, STL
882	[ABC244E] King Bombee 图上路径计数与特定点偶数次访问	DP, 图论基础
883	[ABC244Ex] Linear Maximization 动态点集线性函数最大值	计算几何, 线段树
884	[ABC244F] Shortest Good Path 图上路径奇偶性与最短路	状压DP, 线性基
885	[ABC244G] Construct Good Path 图路径奇偶性构造	DFS, 树的重心
886	[ABC245A] Good morning 比较起床时间	条件结构, 数学基础
887	[ABC245B] Mex 最小未出现非负整数	一维数组, STL
888	[ABC245C] Choose Elements 序列构造：相邻元素差值限制	DP, 线性DP, 暴力枚举
889	[ABC245D] Polynomial division 多项式除法求系数	数学基础, 递推
890	[ABC245E] Wrapping Chocolate 巧克力装盒匹配问题	贪心, 优先队列, STL
891	[ABC245Ex] Product Modulo 2 序列乘积同余计数	矩阵快速幂, 数论基础
892	[ABC245F] Endless Walk 可无限旅行的顶点数量	强连通分量, 拓扑排序
893	[ABC245G] Foreign Friends 多源最短路与国家约束	单源最短路径, 优先队列
894	[ABC246A] Four Points 寻找矩形第四个顶点坐标	数学基础, 条件结构
895	[ABC246B] Get Closer 二维平面坐标移动	数学基础, 数学函数
896	[ABC246C] Coupon 商品优惠券最少花费	贪心, 排序
897	[ABC246D] 2-variable Function 寻找最小立方和	二分, 双指针, 折半搜索
898	[ABC246E] Bishop 2 棋盘主教最短路径（BFS）	BFS进阶, 图论基础, 单源最短路径, 队列, 优先队列
901	[ABC246Ex] 01? Queries 带通配符字符串子序列计数	DP, 线段树
899	[ABC246F] typewriter 多行键盘L长度字符串计数	容斥原理, 位运算, 暴力枚举
902	[ABC247A] Move Right 方格人员右移模拟	模拟, 字符串
903	[ABC247B] Unique Nicknames 昵称分配问题	2-SAT, 强连通分量, 暴力枚举
904	[ABC247C] 1 2 1 3 1 2 1 递归序列生成	递归, 模拟, DP
905	[ABC247D] Cylinder 圆筒取球求和	队列, 模拟
906	[ABC247E] Max Min 序列最大最小值计数	双指针, DFS进阶, 暴力枚举, 线段树
908	[ABC247F] Cards 卡片覆盖所有数字方案数	组合数学, 并查集, DP
909	[ABC247G] Dream Team 二分图最大权匹配与费用流	网络流, 费用流
910	[ABC248A] Lacked Number 查找缺失的数字	一维数组, 字符串
911	[ABC248B] Slimes 史莱姆繁殖次数计算	循环结构, 数学基础, 贪心
912	[ABC248C] Dice Sum 序列和限制计数	线性DP, 背包DP, DP
913	[ABC248D] Range Count Query 序列范围元素计数查询	莫队, 线段树, 二分
914	[ABC248E] K-colinear Line 平面点集K点线数量	DFS, BFS, 暴力枚举
915	[ABC248Ex] Beautiful Subsequences 排列子数组条件计数	单调栈, 线段树
916	[ABC248F] Keep Connect 移除边保持连通方案数	DP, 图论基础
917	[ABC248G] GCD cost on the tree 树上路径GCD代价和	数论基础, DFS进阶
918	[ABC249A] Jogging 慢跑比赛距离计算	模拟, 数学基础
919	[ABC249B] Perfect String 判断字符串是否为美妙字符串	字符串, 一维数组, 暴力枚举
920	[ABC249C] Just K 字符串子集选择与字母计数	DFS, 暴力枚举, 位运算
921	[ABC249D] Index Trio 满足乘法关系的三元组计数	前缀和, 数学基础, 数论基础, 暴力枚举
922	[ABC249E] RLE 字符串压缩长度计数	DP, 计数DP
923	[ABC249Ex] Dye Color 期望操作次数	概率DP, 组合数学
924	[ABC249F] Ignore Operations 最大化跳过操作后的最终值	贪心, 优先队列, 前缀和
925	[ABC249G] Xor Cards 卡片异或和最大值与线性基	线性基, 贪心
926	[ABC250A] Adjacent Squares 网格格子相邻数量统计	条件结构, 数学基础
927	[ABC250B] Enlarged Checker Board 棋盘式瓷砖铺设	循环嵌套, 模拟
928	[ABC250C] Adjacent Swaps 球的交换操作模拟	二维数组, 算法复杂度
929	[ABC250D] 250-like Number 统计满足p*q^3条件的数	数论基础, 素数筛, 暴力枚举
930	[ABC250E] Prefix Equality 比较序列前缀集合	树状数组, 哈希, STL
931	[ABC250Ex] Trespassing Takahashi 房屋间旅行可达性查询	单源最短路径, 倍增
932	[ABC250F] One Fourth 凸多边形切割面积最小差值	计算几何, 二分
933	[ABC250G] Stonks 股票交易最大收益（多笔交易）	贪心, 前缀和
934	[ABC251A] Six Characters 重复字符串至指定长度	字符串, 循环结构
935	[ABC251B] At Most 3 (Judge ver.) 好整数计数	暴力枚举, 模拟
936	[ABC251C] Poem Online Judge 查找最早最高分原始提交	STL, 贪心
937	[ABC251D] At Most 3 (Contestant ver.) 构造称重砝码方案	贪心, 构造, 状压DP
938	[ABC251E] Takahashi and Animals	DP
939	[ABC251Ex] Fill Triangle 模7三角形积木塔	数论基础, 矩阵快速幂
940	[ABC251F] Two Spanning Trees 构造特殊生成树	DFS, BFS
941	[ABC251G] Intersection of Polygons 点在平移凸多边形交集中	计算几何, 半平面交
942	[ABC252A] ASCII code ASCII值转字符	顺序结构
943	[ABC252B] Takahashi&#39;s Failure 挑选美味度最高的食物	一维数组, 循环结构
944	[ABC252C] Slot Strategy 老虎机统一字符最短时间	贪心, 模拟
945	[ABC252D] Distinct Trio 数列中不同元素三元组计数	前缀和, 哈希
946	[ABC252E] Road Reduction 最小化单源最短路径和的生成树	单源最短路径, 优先队列
947	[ABC252Ex] K-th beautiful Necklace 第K大异或和项链	线性基, 搜索进阶
948	[ABC252F] Bread 面包切割最小代价（类霍夫曼编码）	优先队列, 贪心
949	[ABC252G] Pre-Order 先序遍历序列计数树	DP, 区间DP
950	[ABC253A] Median? 判断三个数的中位数	条件结构, 数学基础
951	[ABC253B] Distance Between Tokens 网格棋子最短路径（曼哈顿距离）	数学基础, 循环结构
952	[ABC253C] Max - Min Query 多重集合最大最小值差	STL, 树形结构
953	[ABC253D] FizzBuzz Sum Hard 非A非B倍数之和（容斥原理）	数论基础, 前缀和
954	[ABC253E] Distance Sequence 序列计数：相邻元素差值限制	Level6, 树状数组, DP, 线性DP
955	[ABC253Ex] We Love Forest 小N图森林概率计算	状压DP, 概率DP
956	[ABC253F] Operations on a Matrix 矩阵行替换与列区间加查询	线段树, 离线算法, 树状数组
957	[ABC253G] Swap Many Times 区间交换求最终序列	并查集, 离线算法
958	[ABC254A] Last Two Digits 求整数N的末两位数字	数学基础
959	[ABC254B] Practical Computing 生成帕斯卡三角形	递推, 二维数组
960	[ABC254C] K Swap K步交换排序	贪心, STL
961	[ABC254D] Together Square 完全平方数对计数	数论基础, 前缀和
962	[ABC254E] Small d and k 图上有限距离顶点和（小k值）	BFS, 图论基础, DFS
963	[ABC254Ex] Multiply or Divide by 2 多重集转换最小操作数	贪心, 模拟
964	[ABC254F] Rectangle GCD 矩阵区域最大公约数查询	ST表, 数论基础, 线段树
965	[ABC254G] Elevators 摩天大楼旅行最短时间	线段树
966	[ABC255A] You should output ARC, though this is ABC. 矩阵元素访问	二维数组
967	[ABC255B] Light It Up 最小灯光强度	二分, 数学基础
968	[ABC255C] ±1 Operation 1 算术数列最近项操作数	二分, 数学基础
969	[ABC255D] ±1 Operation 2 序列元素求和最小操作数	前缀和, 二分
970	[ABC255E] Lucky Numbers 好序列幸运数最大数量	DP, 线性DP
972	[ABC255F] Pre-order and In-order 二叉树前中序遍历重建	树形结构, DFS
973	[ABC255G] Constrained Nim 禁手石子游戏：Nim博弈与Grundy值计算	博弈论, DP
974	[ABC256A] 2^N 计算2的N次方	循环结构, 数学基础
975	[ABC256B] Batters 棒球游戏棋子移动模拟	模拟, 循环嵌套, 前缀和
976	[ABC256C] Filling 3x3 array 3x3网格填数方案数	暴力枚举, 数学基础
977	[ABC256D] Union of Interval 区间合并	贪心, 排序, 差分
978	[ABC256E] Takahashi&#39;s Anguish 最小化沮丧值：拓扑排序应用	拓扑排序, 图论基础, 强连通分量
979	[ABC256Ex] I like Query Problem 线段树区间整除、赋值与求和	线段树, 分块
980	[ABC256F] Cumulative Cumulative Cumulative Sum 三重前缀和单点更新与区间查询	树状数组, 数学基础, 线段树
981	[ABC256G] Black and White Stones 多边形宝石放置计数	数论基础, 组合数学, 矩阵快速幂
982	[ABC257A] A to Z String 2 查找重复字符序列中的第X个字符	数学基础, 字符串
983	[ABC257B] 1D Pawn 棋子移动模拟	模拟, 一维数组
984	[ABC257C] Robot Takahashi 体重分类准确率最大化	贪心, 前缀和
985	[ABC257D] Jumping Takahashi 2	二分, 单源最短路径
986	[ABC257E] Addition and Multiplication 2 预算最大数	贪心, 线性DP
987	[ABC257Ex] Dice Sum 2 全零字符串	顺序结构, 数学基础
988	[ABC257F] Teleporter Setting 动态连接最短路	单源最短路径, BFS进阶
989	[ABC257G] Prefix Concatenation 字符串前缀拼接最小次数	DP, 字符串
990	[ABC258A] When? 时间计算与格式化输出	数学基础, 条件结构
991	[ABC258B] Number Box 网格循环路径最大数字	暴力枚举, 模拟
992	[ABC258C] Rotation 字符串循环移位查询	模拟, 数学基础
993	[ABC258D] Trophy 最短通关时间	前缀和, 贪心
994	[ABC258E] Packing Potatoes 土豆装箱查询：倍增优化	倍增, 前缀和
995	[ABC258Ex] Odd Steps 序列求和与前缀和限制	矩阵快速幂, DP
996	[ABC258F] Main Street 特殊网格最短路径	单源最短路径, 优先队列
997	[ABC258G] Triangle 图中三角形计数	DFS, BFS
998	[ABC259A] Growth Record 高桥身高计算	条件结构, 数学基础
999	[ABC259B] Counterclockwise Rotation 平面点绕原点旋转	数学函数
1000	[ABC259C] XX to XXX 字符串操作转换判断	双指针, 模拟
1001	[ABC259D] Circumferences 圆周旅行可达性判断	图论基础, BFS, 并查集
1002	[ABC259E] LCM on Whiteboard 替换一个数后不同LCM的数量	数论基础, 哈希
1006	[ABC260A] A Unique Letter 查找长度为3字符串中的唯一字符	条件结构, 字符串
1007	[ABC260B] Better Students Are Needed! 考试录取规则筛选	排序, 结构体
1008	[ABC260C] Changing Jewels 宝石转换最大化等级1蓝色宝石	DP, 线性DP
1009	[ABC260D] Draw Your Cards 卡牌堆叠与吞噬模拟	STL, 模拟
1010	[ABC260E] At Least One 好序列计数	双指针, 差分
1011	[ABC260Ex] Colorfulness 排列异色对幂和	组合数学
1012	[ABC260F] Find 4-cycle 二分图4-环查找	图论基础, 双指针
1013	[ABC260G] Scalene Triangle Area 网格覆盖计数与二维前缀和	二维数组, 前缀和
1014	[ABC261A] Intersection 两线段重叠长度计算	数学基础, 条件结构
1015	[ABC261B] Tournament Result 循环赛结果一致性校验	循环嵌套, 模拟
1016	[ABC261C] NewFolder(1) 文件重命名计数	STL, 字符串
1017	[ABC261D] Flipping and Bonus 抛硬币最大收益DP	DP, 线性DP
1018	[ABC261E] Many Operations 位运算序列模拟	位运算, 模拟, DP
1020	[ABC261F] Sorting Color Balls 最小成本排序球	Level6, 树状数组, 双指针, DFS进阶
1021	[ABC261G] Replace 字符转换最小代价	图论基础, BFS进阶
1022	[ABC262A] World Cup 体育赛事年份计算	循环结构, 数学基础
1023	[ABC262B] Triangle (Easier) 无向图三角形计数	图论基础, 暴力枚举
1024	[ABC262C] Min Max Pair 序列中满足特定条件的数对	模拟, 双指针, 概率论基础, 树状数组
1025	[ABC262D] I Hate Non-integer Number 整数平均值子序列计数	DP, 线性DP
1026	[ABC262E] Red and Blue Graph 二分图染色方案计数	并查集, 组合数学
1027	[ABC262Ex] Max Limited Sequence 区间最大值限制序列计数	线段树, DP
1028	[ABC262F] Erase and Rotate 最小字典序序列	单调队列, 贪心
1029	[ABC262G] LIS with Stack 栈操作构建最长非递减子序列	DP, 栈
1030	[ABC263A] Full House 判断五张牌是否为满堂红	一维数组, 条件结构
1031	[ABC263B] Ancestor 祖先代数：追溯到根节点的距离	一维数组, 循环结构, DP
1032	[ABC263C] Monotonically Increasing 生成严格递增序列	DFS, 递归
1033	[ABC263D] Left Right Operation 数组区间操作最小和	Level5, 线性DP, 前缀和, 贪心, DP
1034	[ABC263E] Sugoroku 3 掷骰子期望次数（模运算）	期望DP, 前缀和, 概率论基础
1035	[ABC263Ex] Intersection 2 第K近交点距离	二分, 计算几何
1036	[ABC263F] Tournament 锦标赛最大奖金	状压DP, 区间DP
1037	[ABC263G] Erasing Prime Pairs 最大素数和配对	二分图
1038	[ABC264A] "atcoder".substr() 截取指定范围的字符串	字符串
1039	[ABC264B] Nice Grid 网格单元格颜色判断	条件结构, 数学基础
1040	[ABC264C] Matrix Reducing 矩阵子序列匹配	二维数组, 暴力枚举, 位运算
1041	[ABC264D] "redocta".swap(i,i+1) 字符串相邻交换最少次数	贪心, 前缀和, BFS
1042	[ABC264E] Blackout 2 离线并查集维护城市供电	并查集, 离线算法
1043	[ABC264Ex] Perfect Binary Tree 有根树中完美二叉子树计数	计数DP
1044	[ABC264F] Monochromatic Path 网格路径同色最小代价	2-SAT
1046	[ABC265A] Apple 最少花费购买苹果	暴力枚举, 模拟
1047	[ABC265B] Explore 洞穴探险时间管理	模拟, 循环结构
1048	[ABC265C] Belt Conveyor 网格路径模拟与循环检测	模拟, DFS
1049	[ABC265D] Iroha and Haiku (New ABC Edition) 序列三段和判定	前缀和, DFS
1050	[ABC265E] Warp 二维平面路径计数与障碍（DP）	DP, 线性DP
1051	[ABC265Ex] No-capture Lance Game 棋盘博弈：Sprague-Grundy与DP	博弈论, DP
1052	[ABC265F] Manhattan Cafe N维曼哈顿距离格点计数	状压DP, 计数DP
1053	[ABC265G] 012 Inversion 序列区间逆序对与值替换	线段树, 分块
1054	[ABC266A] Middle  Letter 查找奇数长度字符串的中心字符	数学基础
1055	[ABC266B] Modulo Number 大整数模运算	数论基础
1056	[ABC266C] Convex Quadrilateral 判断凸四边形	计算几何
1057	[ABC266D] Snuke Panic (1D) 数轴捕获Snuke最大价值	DP, 线性DP
1058	[ABC266E] Throwing the Die 掷骰子游戏最大化期望得分	DP, 期望DP
1059	[ABC266Ex] Snuke Panic (2D) 二维移动最大化捕获价值	DP, 线段树
1061	[ABC266G] Yet Another RGB Sequence	暴力枚举
1063	[ABC267B] Split?	暴力枚举
1064	[ABC267C] Index × A(Continuous ver.)	前缀和
